hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18_19_7_day_sum,previous_day_admission_adult_covid_confirmed_20_29_7_day_sum,previous_day_admission_adult_covid_confirmed_30_39_7_day_sum,previous_day_admission_adult_covid_confirmed_40_49_7_day_sum,previous_day_admission_adult_covid_confirmed_50,previous_day_admission_adult_covid_confirmed_60,previous_day_admission_adult_covid_confirmed_70,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ed_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18,previous_day_admission_adult_covid_suspected_20,previous_day_admission_adult_covid_suspected_30,previous_day_admission_adult_covid_suspected_40,previous_day_admission_adult_covid_suspected_50,previous_day_admission_adult_covid_suspected_60,previous_day_admission_adult_covid_suspected_70_79_7_day_sum,previous_day_admission_adult_covid_suspected_80,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ed_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
410005,2021-09-03,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,139.4,139.4,132.3,127.1,127.1,16.3,16.3,16.3,0.0,0.0,132.3,4.0,4.0,72.0,61.9,4.3,0.0,,,,976.0,976.0,926,890.0,890,114,114,114,0,0,926,28,28,25,25,7.0,7.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,35.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,518,,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,,,,,,,False
410013,2021-08-27,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,52.9,52.9,9.3,9.3,8.6,0.0,0.0,88.0,9.0,9.0,5.4,5.4,4.3,0.0,0.0,0.0,0.0,665.0,665.0,616,370.0,370,65,65,60,0,0,616,63,63,38,38,23.0,23.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,0.0,POINT (-71.826103 41.362757),[C410013-A],7,7,7,7,,,,,0.0,0.0,False
410013,2021-09-03,RI,410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,2891,Short Term,44009,True,95.0,95.0,88.0,47.6,47.6,13.9,13.9,13.0,0.0,0.0,88.0,9.0,9.0,6.4,6.4,4.3,0.0,0.0,0.0,0.0,665.0,665.0,616,333.0,333,97,97,91,0,0,616,63,63,45,45,16.0,14.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,0.0,POINT (-71.826103 41.362757),[C410013-A],7,7,7,7,,,,,0.0,0.0,False
410009,2021-08-27,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,253.6,236.0,209.0,197.9,197.9,17.4,17.4,17.0,0.0,0.0,209.0,11.4,11.4,10.4,10.4,4.3,0.0,,,,1775.0,1652.0,1463,1385.0,1385,122,122,119,0,0,1463,80,80,73,73,17.0,16.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151,,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",7,7,7,7,,,,,,,False
410004,2021-08-27,RI,410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,2908,Short Term,44007,True,128.7,128.7,102.3,85.3,85.3,12.7,12.7,12.4,0.0,0.0,102.3,8.0,8.0,7.4,7.4,4.3,0.0,,,,901.0,901.0,716,597.0,597,89,89,87,0,0,716,56,56,52,52,12.0,11.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613,,POINT (-71.434909 41.833925),[C410004-A],7,7,7,7,,,,,,,False
410006,2021-08-27,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,113.1,113.1,83.1,79.0,79.0,7.7,7.7,6.6,0.0,0.0,83.1,6.0,6.0,5.4,5.4,4.3,0.0,,,,792.0,792.0,582,553.0,553,54,54,46,0,0,582,42,42,38,38,8.0,8.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,80,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,,,,,,,False
410010,2021-08-27,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,170.6,94.1,94.1,151.7,82.1,7.7,7.7,6.6,0.0,0.0,170.6,67.0,0.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,1194.0,659.0,659,1062.0,575,13,13,10,0,0,1194,469,0,424,0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478,0.0,POINT (-71.411753 41.810179),[C410010-A],7,7,7,7,,,,,,,False
410005,2021-08-27,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,153.9,152.3,137.3,128.6,128.6,16.9,16.7,16.6,0.0,0.0,137.3,5.1,5.1,4.7,4.7,0.0,0.0,,,,1077.0,1066.0,961,900.0,900,118,117,116,0,0,961,36,36,33,33,11.0,9.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,,,,,,,False
412001,2021-09-03,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,300.0,300.0,300.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,900,615.0,615,0,0,0,0,0,900,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],3,3,3,3,,,,,,,False
412001,2021-08-27,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,300.0,300.0,300.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2100.0,2100,1435.0,1435,0,0,0,0,0,2100,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],7,7,7,7,,,,,,,False
410007,2021-09-03,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,729.0,623.6,524.6,552.0,487.7,33.7,29.0,23.7,4.7,0.0,597.1,87.1,71.6,73.4,60.1,0.0,0.0,0.0,0.0,0.0,5103.0,4365.0,3672,3864.0,3414,236,203,166,33,14,4180,610,501,514,421,16.0,14.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,2436,0.0,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,,,,,,,False
410012,2021-08-27,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,221.0,221.0,19.0,19.0,16.6,0.0,0.0,275.0,16.0,16.0,10.4,10.4,0.0,0.0,,,,2436.0,2436.0,1925,1547.0,1547,133,133,116,0,0,1925,112,112,73,73,23.0,22.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,17,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,233,13.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1339,,POINT (-71.397541 41.851687),[C410012-A],7,7,7,7,,,,,,,False
410011,2021-09-03,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,112.7,112.7,86.7,79.3,79.3,10.9,10.9,10.9,0.0,0.0,86.7,10.6,10.6,10.4,10.4,0.0,0.0,0.0,0.0,0.0,789.0,789.0,607,555.0,555,76,76,76,0,0,607,74,74,73,73,12.0,12.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,34.0,179.0,275.0,843.0,0.0,0.0,False
410009,2021-09-03,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,271.1,236.0,219.4,213.3,213.3,19.4,19.4,19.0,0.0,0.0,219.6,13.3,13.3,12.6,12.6,0.0,0.0,,,,1898.0,1652.0,1536,1493.0,1493,136,136,133,0,0,1537,93,93,88,88,13.0,12.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,11,0.0,0.0,0.0,0.0,4.0,6.0,0.0,4.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041,,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",7,7,7,7,,,,,,,False
410011,2021-08-27,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,113.7,113.7,87.7,79.6,79.6,5.6,5.6,5.6,0.0,0.0,87.7,10.9,10.9,10.7,10.7,0.0,0.0,0.0,0.0,0.0,796.0,796.0,614,557.0,557,39,39,39,0,0,614,76,76,75,75,18.0,18.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,46.0,326.0,168.0,838.0,,,False
410008,2021-09-03,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,118.0,118.0,93.0,75.4,75.4,7.3,7.3,7.3,0.0,0.0,93.0,7.4,7.4,7.0,7.0,0.0,0.0,0.0,0.0,0.0,826.0,826.0,651,528.0,528,51,51,51,0,0,651,52,52,49,49,19.0,19.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,,,,,0.0,0.0,False
410010,2021-09-03,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,2905,Short Term,44007,True,167.6,91.3,91.3,148.0,78.6,6.7,7.3,7.3,4.1,0.0,167.6,72.1,0.0,64.9,0.0,0.0,0.0,0.0,0.0,0.0,1173.0,639.0,639,1036.0,550,47,18,18,29,0,1173,505,0,454,0,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,498,0.0,POINT (-71.411753 41.810179),[C410010-A],7,7,7,7,,,,,,,False
410006,2021-09-03,RI,410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,2840,Short Term,44005,True,115.1,115.1,84.4,71.3,71.3,6.4,6.4,6.1,0.0,0.0,84.4,6.0,6.0,5.0,5.0,0.0,0.0,,,,806.0,806.0,591,499.0,499,45,45,43,0,0,591,42,42,35,35,12.0,12.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,,POINT (-71.306193 41.497809),[C410006-A],7,7,7,7,,,,,,,False
410005,2021-08-20,RI,410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,2904,Short Term,44007,True,130.0,130.0,115.1,111.0,111.0,13.4,13.4,13.4,0.0,0.0,115.1,4.3,4.3,4.1,4.1,0.0,0.0,,,,910.0,910.0,806,777.0,777,94,94,94,0,0,806,30,30,29,29,8.0,8.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493,,POINT (-71.458498 41.855796),[C410005-A],7,7,7,7,,,,,,,False
410009,2021-08-06,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,359.0,223.6,230.4,207.0,207.0,8.0,8.0,7.1,0.0,0.0,236.0,10.4,10.4,9.3,9.3,0.0,0.0,0.0,0.0,0.0,2513.0,1565.0,1613,1449.0,1449,56,56,50,0,0,1652,73,73,65,65,8.0,8.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,11,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053,0.0,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,False
410007,2021-08-06,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,730.9,635.4,536.6,568.1,513.9,18.4,15.1,9.7,0.0,0.0,597.6,89.6,73.6,79.6,65.4,0.0,0.0,,,,5116.0,4448.0,3756,3977.0,3597,129,106,68,23,9,4183,627,515,557,458,24.0,17.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,10,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,483,21.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2480,,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,,,,,,,False
410011,2021-08-13,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,115.1,115.1,89.1,80.9,80.9,4.0,4.0,4.0,0.0,0.0,89.1,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,806.0,806.0,624,566.0,566,28,28,28,0,0,624,77,77,77,77,14.0,14.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,46.0,326.0,168.0,838.0,,,False
410007,2021-08-20,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,735.7,636.0,537.0,561.4,509.7,33.9,31.6,24.3,0.0,0.0,603.1,91.4,75.4,77.6,64.6,7.6,5.7,,,,5150.0,4452.0,3759,3930.0,3568,237,221,170,16,0,4222,640,528,543,452,53.0,40.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,531,28.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,0.0,0.0,0.0,2291,,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,,,,,,,False
410007,2021-08-13,RI,410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,2903,Short Term,44007,True,752.6,652.7,553.7,571.4,514.0,25.1,22.3,18.1,0.0,0.0,618.6,91.3,75.3,76.4,64.0,4.4,5.7,,,,5268.0,4569.0,3876,4000.0,3598,176,156,127,20,7,4330,639,527,535,448,31.0,26.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,12,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,570,23.0,0.0,0.0,0.0,4.0,7.0,4.0,7.0,4.0,0.0,0.0,2406,,POINT (-71.407066 41.811792),"[C410007-A, C410007-B]",7,7,7,7,,,,,,,False
412001,2021-08-20,RI,412001,ELEANOR SLATER HOSPITAL,111 HOWARD AVE,CRANSTON,2921,Long Term,44007,True,300.0,300.0,300.0,205.0,205.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200,820.0,820,0,0,0,0,0,1200,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,POINT (-71.464143 41.744029),[C412001-A],4,4,4,4,,,,,,,False
410011,2021-08-20,RI,410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,2895,Short Term,44007,True,115.6,115.6,88.1,83.4,83.4,5.0,5.0,5.0,0.0,0.0,89.6,10.3,10.3,10.3,10.3,0.0,0.0,0.0,0.0,0.0,809.0,809.0,617,584.0,584,35,35,35,0,0,627,72,72,72,72,11.0,11.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622,0.0,POINT (-71.495277 42.005438),[C410011-A],7,7,7,7,46.0,326.0,168.0,838.0,,,False
410009,2021-08-13,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,2886,Short Term,44003,True,359.0,220.9,215.9,204.0,204.0,13.0,13.0,11.4,0.0,0.0,220.0,11.1,11.1,10.4,10.4,0.0,0.0,0.0,0.0,0.0,2513.0,1546.0,1511,1428.0,1428,91,91,80,0,0,1540,78,78,73,73,5.0,5.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,14,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133,0.0,POINT (-71.478358 41.704716),"[C410009-A, C410009-B]",7,7,7,7,,,,,,,False
410008,2021-08-13,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,118.0,118.0,93.0,75.0,75.0,13.0,13.0,11.4,0.0,0.0,93.0,7.4,7.4,6.7,6.7,0.0,0.0,0.0,0.0,0.0,826.0,826.0,651,525.0,525,20,20,20,0,0,651,52,52,47,47,4.0,4.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,,,,,0.0,0.0,False
410012,2021-08-13,RI,410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,2906,Short Term,44007,True,348.0,348.0,275.0,226.0,226.0,16.0,16.0,13.4,0.0,0.0,275.0,16.0,16.0,10.7,10.7,0.0,0.0,,,,2436.0,2436.0,1925,1582.0,1582,112,112,94,0,0,1925,112,112,75,75,14.0,11.0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,24,0.0,0.0,0.0,0.0,8.0,4.0,4.0,6.0,0.0,0.0,230,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287,,POINT (-71.397541 41.851687),[C410012-A],7,7,7,7,,,,,,,False
410008,2021-08-06,RI,410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,2879,Short Term,44009,True,118.0,118.0,93.0,69.4,69.4,16.0,16.0,13.4,0.0,0.0,93.0,7.9,7.9,6.7,6.7,0.0,0.0,0.0,0.0,0.0,826.0,826.0,651,486.0,486,18,18,17,0,0,651,55,55,47,47,0.0,0.0,0.0,0.0,0.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,34,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627,0.0,POINT (-71.495931 41.431908),[C410008-A],7,7,7,7,,,,,0.0,0.0,False
